Area,Frontage,Access Road,House direction,Balcony direction,Floors,Bedrooms,Bathrooms,Legal status,Furniture state,Price
52.0,4.0,6.0,8,5,3.0,4.0,3.0,0,1,4.7
48.0,8.0,2.5,3,3,1.0,2.0,1.0,0,1,2.05
36.0,,,5,5,5.0,3.0,4.0,0,2,7.9
101.0,4.3,8.0,8,5,1.0,2.0,2.0,0,1,5.2
33.0,45.0,2.0,5,5,6.0,,,0,2,5.6
60.3,,,7,5,4.0,4.0,3.0,0,1,8.5
71.2,,,5,5,2.0,2.0,2.0,0,0,2.9
124.0,6.0,6.0,5,5,3.0,3.0,2.0,1,0,5.5
100.0,5.0,5.5,5,5,2.0,3.0,2.0,0,0,4.5
45.0,3.9,3.0,5,5,6.0,4.0,4.0,0,0,7.85
40.0,4.0,10.0,5,5,4.0,6.0,5.0,0,1,8.0
63.0,6.5,10.5,5,5,2.0,,,0,1,5.7
123.0,,,5,5,,2.0,,0,2,1.5
41.0,,,5,5,5.0,3.0,5.0,0,1,5.95
35.0,,,1,5,5.0,3.0,4.0,0,1,5.2
32.5,,,5,5,4.0,3.0,4.0,0,2,4.95
75.0,3.5,,7,7,3.0,4.0,4.0,0,0,7.0
78.0,,6.0,5,5,4.0,9.0,,2,2,8.9
68.0,4.0,10.0,0,0,,2.0,1.0,0,1,7.95
35.0,3.7,3.0,5,5,5.0,2.0,2.0,0,0,5.75
28.0,5.0,2.0,5,5,4.0,3.0,3.0,0,1,4.6
23.0,3.0,2.0,5,5,5.0,5.0,5.0,0,1,3.55
80.0,,16.0,5,5,3.0,4.0,4.0,2,2,9.9
80.0,,,5,5,,2.0,2.0,0,2,7.6
82.0,,12.0,5,5,2.0,3.0,2.0,0,0,8.2
94.5,,,5,5,2.0,2.0,2.0,0,1,1.55
114.0,,,2,2,,,,1,2,9.7
102.3,8.0,8.0,4,5,,5.0,5.0,0,1,3.5
67.0,42.0,7.0,8,5,4.0,3.0,3.0,0,1,4.1
40.4,6.0,4.0,3,3,6.0,5.0,5.0,0,1,8.6
46.0,4.0,8.0,4,5,1.0,2.0,2.0,0,0,4.4
50.0,,,5,5,5.0,,,2,1,9.8
36.0,,,5,5,4.0,3.0,3.0,0,0,6.2
36.0,3.6,5.0,5,5,1.0,2.0,2.0,0,2,5.1
52.0,,8.0,5,5,4.0,4.0,5.0,2,2,5.25
60.0,5.0,5.0,1,1,2.0,2.0,2.0,0,0,2.75
42.0,,,5,5,5.0,6.0,3.0,0,2,5.2
88.0,,13.0,5,5,3.0,4.0,4.0,0,2,5.25
98.0,,5.0,6,5,2.0,,,0,2,4.45
50.0,,,5,5,5.0,5.0,6.0,0,1,10.0
21.7,,,5,5,2.0,3.0,2.0,0,0,3.9
60.0,,12.0,5,5,3.0,4.0,3.0,0,1,3.7
116.0,7.0,,5,5,,5.0,5.0,0,0,5.5
80.0,4.2,,5,5,,,,2,2,7.7
115.0,5.0,3.0,7,7,2.0,3.0,3.0,0,2,3.5
64.0,4.1,,5,5,3.0,4.0,4.0,0,0,6.7
72.0,4.0,8.0,8,8,3.0,4.0,4.0,0,1,5.5
134.0,7.0,,7,5,2.0,5.0,3.0,0,0,9.5
62.0,5.2,5.0,5,5,3.0,4.0,3.0,0,2,4.5
48.0,4.0,20.0,5,5,5.0,7.0,7.0,2,1,8.8
88.0,,,0,0,2.0,3.0,2.0,0,2,2.3
111.0,5.0,4.0,4,4,2.0,4.0,3.0,0,1,3.9
87.0,5.0,5.0,5,5,3.0,4.0,4.0,0,2,9.79
55.0,4.0,3.0,7,7,4.0,3.0,3.0,0,0,2.95
53.0,5.0,7.0,5,5,2.0,3.0,2.0,0,0,9.3
100.0,,,5,5,3.0,3.0,,2,2,3.0
120.0,5.0,5.5,5,5,3.0,5.0,3.0,0,1,4.5
64.0,4.0,5.0,8,7,,,,2,2,6.4
51.2,,10.5,0,5,1.0,2.0,1.0,0,1,5.19
21.0,,,8,5,3.0,3.0,4.0,0,2,3.87
45.0,4.7,3.0,5,5,5.0,3.0,4.0,0,1,7.7
84.0,,,5,5,2.0,,,2,2,9.25
30.0,3.6,3.0,5,5,5.0,3.0,1.0,0,1,3.85
154.0,7.0,21.0,1,1,1.0,2.0,2.0,0,1,10.0
80.0,4.6,,5,5,,2.0,2.0,0,0,5.7
30.2,3.9,2.5,4,5,3.0,5.0,3.0,0,0,3.8
40.0,5.0,4.0,5,5,4.0,4.0,4.0,0,2,8.5
44.0,5.5,,5,5,5.0,3.0,3.0,0,2,5.85
200.0,,,2,5,,3.0,2.0,2,2,2.95
35.0,3.5,4.0,5,5,5.0,3.0,3.0,0,2,5.25
55.7,,,6,5,2.0,2.0,2.0,0,2,5.5
74.0,4.0,33.0,4,5,2.0,2.0,2.0,0,2,3.8
53.8,5.0,10.0,4,5,2.0,2.0,2.0,0,2,4.5
57.0,4.0,8.0,5,5,5.0,,,0,2,7.4
60.0,4.0,5.0,5,5,3.0,3.0,4.0,0,2,6.0
50.0,8.0,3.5,5,5,,2.0,1.0,2,2,1.0
100.0,,,4,5,3.0,4.0,4.0,0,2,5.45
65.0,4.0,,5,5,,,,2,2,7.9
35.0,4.0,2.0,5,5,5.0,5.0,5.0,0,1,4.4
38.6,3.6,,8,5,3.0,3.0,2.0,0,2,3.3
57.0,4.0,5.0,0,0,1.0,2.0,1.0,0,2,2.2
148.0,5.0,7.5,5,5,2.0,,,2,2,7.2
31.0,,,5,5,5.0,3.0,3.0,0,1,6.1
120.0,,,5,5,2.0,3.0,3.0,2,2,3.9
48.0,,,5,5,4.0,4.0,4.0,0,1,7.5
64.0,,,5,5,2.0,,,2,2,5.8
80.0,,,5,5,4.0,8.0,9.0,0,2,8.35
60.0,,,5,5,5.0,,,0,2,9.3
32.0,,,5,5,4.0,,,0,1,6.6
50.0,,,5,5,3.0,,,0,0,8.5
54.0,4.5,,4,5,4.0,4.0,5.0,0,2,8.5
34.0,4.0,3.0,8,8,5.0,3.0,4.0,0,2,3.9
50.0,,,5,5,4.0,,,2,2,8.5
20.0,3.5,10.0,5,5,5.0,3.0,4.0,0,1,8.5
90.0,5.0,12.0,5,5,4.0,4.0,6.0,0,2,10.0
46.0,3.1,5.0,5,5,4.0,6.0,6.0,0,0,8.5
36.0,3.2,2.2,4,5,2.0,2.0,2.0,0,0,4.65
34.8,3.5,6.0,2,8,5.0,4.0,3.0,0,2,5.5
48.0,5.0,4.0,5,5,5.0,4.0,4.0,0,0,3.7
100.0,,14.0,5,5,3.0,3.0,3.0,2,2,4.7
25.0,,6.0,5,5,2.0,2.0,2.0,0,1,3.1
62.5,,5.0,5,5,,,,2,2,7.4
100.0,,30.0,1,1,4.0,4.0,4.0,0,2,6.1
100.0,5.0,12.0,0,0,3.0,4.0,5.0,0,0,6.5
40.0,5.0,5.0,8,1,5.0,3.0,2.0,0,1,5.0
36.0,36.0,3.0,3,5,5.0,3.0,4.0,0,2,7.8
109.0,,,5,5,,,,2,2,4.0
36.0,4.8,,3,3,6.0,4.0,6.0,0,1,5.45
32.0,5.0,2.0,8,8,2.0,2.0,2.0,0,0,4.8
70.0,,,5,5,2.0,3.0,2.0,0,0,5.9
13.0,,3.0,7,5,2.0,2.0,3.0,0,2,2.75
100.0,5.0,10.0,6,6,1.0,2.0,1.0,2,1,5.3
50.0,,,5,5,,,,2,2,9.0
60.0,4.0,5.0,4,4,2.0,2.0,2.0,0,2,3.2
30.0,4.3,3.0,5,5,6.0,3.0,4.0,0,0,4.15
89.0,4.9,13.0,4,5,3.0,4.0,4.0,0,2,9.0
23.0,3.4,,6,5,2.0,2.0,2.0,0,2,1.09
32.0,,,5,5,4.0,3.0,4.0,2,2,5.1
90.0,6.0,6.0,0,0,6.0,6.0,8.0,0,1,9.5
28.0,,14.0,5,5,,,,2,2,3.23
50.0,4.0,11.0,8,5,4.0,6.0,4.0,0,2,9.8
12.2,,,5,5,1.0,1.0,1.0,0,2,2.52
39.0,4.4,5.0,5,5,2.0,2.0,2.0,0,0,3.5
32.0,4.8,,5,5,5.0,5.0,3.0,0,0,7.2
60.0,,,5,5,2.0,3.0,2.0,0,0,8.9
40.0,,,5,5,1.0,1.0,1.0,0,1,3.7
385.0,7.0,,5,5,,,,2,2,6.2
20.0,3.3,2.0,5,5,4.0,3.0,3.0,0,1,3.55
42.0,,,5,5,3.0,2.0,2.0,0,2,2.45
42.0,,6.0,2,5,4.0,3.0,2.0,2,2,3.25
20.0,,,4,5,4.0,2.0,1.0,0,0,4.95
130.0,5.0,4.0,6,5,,2.0,2.0,0,0,2.85
30.0,5.0,,5,5,4.0,,,2,2,7.0
35.0,4.0,4.0,5,5,5.0,5.0,3.0,0,1,6.2
146.0,5.0,2.0,5,5,1.0,8.0,8.0,0,2,3.5
44.0,3.6,,5,5,5.0,6.0,,0,2,7.6
84.0,,,5,5,,2.0,2.0,0,2,1.55
213.0,,,5,5,,2.0,1.0,0,0,2.65
60.0,4.0,10.0,5,5,3.0,3.0,3.0,0,1,3.0
28.0,3.1,3.0,5,5,4.0,4.0,3.0,0,1,5.25
399.0,11.0,4.0,5,5,,2.0,2.0,0,0,1.55
100.0,5.0,12.0,5,5,3.0,,,0,2,6.5
44.0,6.0,2.0,5,5,4.0,4.0,5.0,0,1,5.88
26.0,,,5,5,4.0,4.0,,0,1,4.6
37.0,3.8,2.8,5,5,5.0,6.0,4.0,0,0,6.9
40.0,,3.0,5,5,4.0,4.0,4.0,0,0,5.38
80.0,,,3,5,,,,2,2,2.15
56.0,4.0,,7,5,3.0,3.0,3.0,0,1,3.4
144.0,,20.0,5,5,1.0,4.0,2.0,0,2,2.9
33.0,,,5,5,5.0,3.0,,0,2,4.23
58.0,,4.0,5,5,5.0,3.0,2.0,0,2,6.2
40.0,4.0,4.0,2,2,1.0,2.0,2.0,2,1,2.3
73.0,5.0,6.0,1,5,,,,0,2,4.0
100.0,5.0,,0,5,2.0,3.0,2.0,0,0,3.25
265.0,,,5,5,,,,0,2,8.9
40.0,33.0,,5,5,4.0,,,2,1,6.58
47.5,4.0,5.0,5,5,1.0,2.0,2.0,0,1,5.2
76.0,,8.0,5,5,5.0,7.0,7.0,0,2,5.9
121.0,7.0,3.5,0,0,1.0,2.0,2.0,0,0,8.8
48.0,4.0,,4,5,4.0,,,0,2,4.5
50.0,,,5,5,,,,0,1,3.68
50.0,3.6,,5,5,3.0,2.0,,0,2,9.8
114.0,,11.0,6,6,2.0,5.0,2.0,0,0,7.8
70.0,6.0,,1,1,3.0,3.0,3.0,0,1,1.6
60.0,4.0,,5,5,3.0,,,0,1,7.5
116.5,5.0,15.0,5,5,3.0,4.0,4.0,0,2,5.2
59.8,,,5,5,5.0,5.0,5.0,0,2,10.0
45.0,,,5,5,3.0,,,0,2,6.7
35.0,3.8,8.0,5,5,5.0,4.0,4.0,0,2,2.5
126.0,13.0,60.0,7,7,3.0,,,1,2,7.1
130.0,5.0,10.0,1,5,1.0,2.0,1.0,0,2,2.25
60.0,4.0,,5,5,,3.0,2.0,0,2,3.5
47.8,4.0,4.0,3,3,3.0,3.0,3.0,0,1,3.2
47.0,4.0,5.0,5,5,7.0,4.0,5.0,0,0,8.0
42.0,3.8,3.0,5,5,5.0,4.0,5.0,0,1,9.6
78.0,,,2,5,1.0,1.0,1.0,0,2,3.7
86.0,,,5,5,,,,0,2,9.0
84.0,4.2,5.0,5,5,2.0,4.0,2.0,2,2,1.85
35.0,,,5,5,,4.0,,0,1,4.9
64.0,,8.0,5,5,2.0,3.0,3.0,0,2,6.8
71.0,9.5,20.0,8,8,2.0,2.0,2.0,0,2,10.0
70.0,7.0,14.0,1,0,2.0,3.0,3.0,0,1,2.0
88.0,,6.0,5,5,4.0,5.0,4.0,0,2,6.8
102.3,8.0,,4,5,1.0,5.0,5.0,0,2,3.5
48.0,5.0,20.0,5,5,5.0,7.0,7.0,0,1,8.9
115.0,5.0,10.0,5,5,4.0,5.0,6.0,2,1,9.55
150.0,7.5,7.0,5,5,1.0,,,2,2,6.5
23.0,,,5,5,3.0,2.0,,0,2,2.05
85.0,15.0,6.0,6,6,2.0,3.0,2.0,0,0,3.7
42.0,3.6,2.0,5,5,2.0,2.0,2.0,0,0,3.2
56.0,4.0,6.0,5,5,3.0,3.0,3.0,0,0,4.55
177.0,,11.5,8,8,3.0,4.0,4.0,1,2,9.4
40.0,,,5,5,5.0,4.0,4.0,0,2,6.9
79.0,4.2,,5,5,4.0,6.0,5.0,0,1,8.0
87.5,5.0,11.5,8,8,,4.0,3.0,1,2,5.3
40.5,,3.0,5,5,4.0,4.0,3.0,0,1,7.52
50.0,,,5,5,4.0,4.0,4.0,0,2,5.6
200.0,6.4,,7,5,2.0,,,1,2,7.9
85.0,4.1,16.0,5,5,3.0,5.0,5.0,0,2,8.9
35.0,3.5,3.0,5,5,4.0,4.0,3.0,0,1,2.5
26.0,3.6,,5,5,4.0,,,0,0,8.45
120.0,6.0,33.0,0,7,5.0,8.0,9.0,0,2,7.0
60.0,,,2,5,2.0,2.0,2.0,0,2,6.25
60.0,,6.0,5,5,2.0,,,2,2,5.9
65.7,4.5,3.0,6,5,,,,2,2,3.61
20.0,5.1,2.5,5,5,4.0,3.0,3.0,0,1,3.2
70.0,,,1,5,,,,0,1,9.0
93.0,,23.0,5,5,6.0,,,2,2,8.0
35.0,3.5,2.5,5,5,5.0,4.0,4.0,0,1,5.59
108.0,,24.5,0,0,5.0,8.0,9.0,0,2,3.95
66.0,4.2,6.0,5,5,1.0,,,0,2,7.3
80.5,4.0,10.0,5,5,1.0,2.0,1.0,0,2,2.55
40.0,4.8,,5,5,5.0,,,0,2,5.68
70.0,,,8,5,,,,1,0,5.8
35.0,5.0,4.0,5,5,2.0,2.0,2.0,0,2,3.1
51.0,4.0,4.0,5,5,2.0,2.0,3.0,2,2,4.86
60.0,,,5,5,3.0,3.0,3.0,0,1,4.2
108.0,6.0,30.0,8,8,5.0,5.0,5.0,1,2,9.0
108.0,4.5,10.0,8,8,2.0,,,2,2,7.8
105.0,5.0,33.0,8,5,3.0,,,2,2,4.5
105.5,6.89,4.5,7,7,2.0,2.0,2.0,0,1,3.75
60.0,4.0,5.0,5,5,3.0,3.0,4.0,0,2,6.0
50.0,5.0,5.0,5,5,5.0,4.0,5.0,0,1,7.3
32.0,34.0,2.0,5,5,5.0,3.0,4.0,0,1,6.0
50.0,5.0,3.0,5,5,4.0,3.0,4.0,0,0,9.9
48.0,5.0,,5,5,5.0,6.0,5.0,0,1,9.7
30.0,,,5,5,5.0,3.0,4.0,0,2,7.9
60.0,,,5,5,2.0,2.0,2.0,0,2,3.68
40.5,,2.0,5,5,2.0,2.0,1.0,0,2,1.85
32.0,4.0,4.0,5,5,2.0,2.0,2.0,0,1,3.95
66.0,4.0,4.0,5,5,4.0,5.0,6.0,0,0,7.7
35.0,,,5,5,2.0,2.0,1.0,0,0,4.98
30.0,,,5,5,,,,0,0,8.2
33.0,4.0,2.5,6,7,5.0,4.0,4.0,0,2,4.7
120.0,6.0,26.0,7,7,,,,1,2,8.8
32.0,,,5,5,3.0,3.0,3.0,0,0,2.2
59.0,,14.0,5,5,2.0,3.0,,0,1,6.1
40.0,4.0,10.0,5,5,6.0,5.0,6.0,0,1,8.9
112.0,,,5,5,2.0,2.0,3.0,0,1,5.08
75.0,5.1,,5,5,5.0,6.0,4.0,0,0,9.5
74.0,6.55,,5,5,3.0,,,0,2,9.0
64.0,4.0,5.0,8,8,5.0,4.0,5.0,0,1,9.55
60.0,6.0,12.0,2,5,3.0,4.0,3.0,0,1,5.5
79.0,,,5,5,,,,2,2,5.6
40.0,4.5,,5,5,,,,2,2,6.6
60.0,,2.5,5,5,4.0,4.0,4.0,0,1,6.0
300.0,,,8,5,1.0,2.0,2.0,1,1,5.5
52.5,,,5,5,5.0,6.0,,2,2,8.6
118.0,10.0,,5,5,,1.0,1.0,0,2,9.5
32.0,4.03,,8,5,,2.0,,0,2,2.09
52.0,5.0,,5,5,5.0,6.0,,0,1,9.28
33.7,,,7,5,2.0,2.0,2.0,0,2,4.7
76.0,4.0,7.0,5,5,3.0,3.0,3.0,0,0,3.8
72.0,4.0,6.0,5,5,2.0,2.0,2.0,0,1,3.8
50.0,,7.0,5,5,4.0,4.0,4.0,0,1,4.7
63.5,,,5,5,3.0,4.0,4.0,0,0,5.3
51.0,,,5,5,2.0,4.0,4.0,0,1,5.8
30.0,,,5,5,,,,2,2,4.99
60.0,4.9,6.0,5,5,3.0,,,0,1,6.3
60.0,4.7,7.5,6,6,3.0,3.0,3.0,0,0,7.1
33.5,,,2,5,,2.0,2.0,0,2,4.9
100.0,,,5,5,2.0,,,2,2,3.55
70.0,3.8,5.0,5,5,5.0,,,0,1,10.0
30.5,3.5,,5,5,5.0,4.0,4.0,0,1,5.88
90.0,,,5,5,4.0,4.0,4.0,0,0,5.99
171.0,5.4,8.0,5,5,1.0,2.0,2.0,2,2,9.0
52.3,,5.5,5,5,3.0,,,0,2,3.15
443.0,10.5,4.0,2,5,,4.0,3.0,0,2,3.3
93.0,5.0,7.5,8,8,3.0,4.0,4.0,0,1,7.4
48.0,4.0,3.0,5,5,5.0,6.0,4.0,0,1,4.46
16.9,,,5,5,3.0,2.0,3.0,0,2,4.0
40.0,,,5,5,3.0,3.0,3.0,1,0,2.35
191.0,8.0,10.0,7,5,2.0,4.0,4.0,0,2,3.8
154.0,,,5,5,4.0,4.0,4.0,0,2,5.5
60.0,4.0,12.0,2,5,3.0,4.0,4.0,0,1,3.7
63.0,,,5,5,4.0,4.0,5.0,0,1,9.8
30.0,3.0,3.5,5,5,5.0,3.0,4.0,0,2,5.95
52.0,,,5,5,2.0,2.0,3.0,0,2,5.2
50.0,,,5,5,5.0,,,2,2,10.0
45.0,,4.0,5,5,3.0,,,0,1,4.2
42.0,,,5,5,5.0,8.0,5.0,0,0,8.2
189.0,6.0,15.0,5,5,,2.0,,2,2,5.9
580.0,10.0,30.0,5,5,2.0,6.0,5.0,0,0,7.5
50.0,3.5,,5,5,3.0,3.0,2.0,0,2,5.05
30.0,,,5,5,5.0,3.0,3.0,0,1,5.8
60.7,4.5,5.0,5,5,2.0,2.0,2.0,0,1,2.35
104.0,5.0,4.0,5,5,2.0,3.0,2.0,0,2,3.0
37.0,4.0,,5,5,3.0,2.0,2.0,0,0,5.6
76.0,4.0,,1,1,3.0,4.0,4.0,0,1,4.7
35.0,5.0,5.0,7,7,2.0,2.0,2.0,0,0,1.88
61.0,5.6,10.0,5,5,2.0,3.0,2.0,0,2,2.6
64.0,,,5,5,,,,2,2,3.8
35.0,3.3,3.0,5,5,6.0,3.0,3.0,0,1,6.0
55.0,5.0,4.0,5,5,5.0,7.0,7.0,0,2,8.0
30.0,,6.0,3,3,2.0,2.0,2.0,0,0,1.98
55.0,,5.0,3,5,2.0,1.0,2.0,0,1,7.5
45.5,5.2,2.5,7,5,2.0,3.0,2.0,0,0,5.35
38.0,3.4,,5,5,4.0,,,2,2,5.35
40.0,,,5,5,5.0,3.0,4.0,0,0,6.9
100.0,,,5,5,,,,2,2,3.97
64.0,4.0,12.0,5,5,2.0,4.0,4.0,0,1,3.6
62.0,4.0,12.0,5,5,3.0,4.0,4.0,0,0,3.65
76.5,5.0,15.0,5,5,3.0,4.0,4.0,0,1,4.7
120.0,,25.0,8,8,,,,0,2,2.2
59.0,6.0,4.0,5,5,5.0,5.0,5.0,0,1,9.8
37.0,4.0,3.0,4,4,5.0,3.0,4.0,0,0,2.85
30.0,3.0,,5,5,5.0,,,0,2,8.8
40.0,,,5,5,4.0,,,2,2,3.7
85.5,,,5,5,3.0,4.0,5.0,0,2,9.8
50.0,,,5,5,6.0,9.0,9.0,0,2,7.95
46.0,4.0,6.0,5,5,4.0,4.0,4.0,0,0,5.6
75.0,5.0,,5,5,5.0,,,2,2,8.3
39.5,,3.0,5,5,5.0,3.0,4.0,0,1,6.89
43.0,3.5,5.0,5,5,4.0,4.0,3.0,0,2,8.0
106.0,10.0,,5,5,5.0,,,2,2,10.0
64.0,4.1,6.0,2,2,3.0,4.0,3.0,0,0,5.68
100.0,4.0,12.0,2,2,3.0,4.0,4.0,0,2,8.0
16.9,,,2,5,3.0,2.0,3.0,0,2,4.0
48.0,4.0,20.0,5,5,5.0,7.0,7.0,0,1,8.9
70.0,4.06,,5,5,,2.0,,2,2,4.08
100.0,5.0,10.5,5,5,3.0,4.0,4.0,0,1,6.5
67.0,6.0,,5,5,2.0,2.0,2.0,0,0,6.35
41.9,,,5,5,6.0,6.0,5.0,0,1,6.97
61.7,4.0,8.0,5,5,2.0,3.0,2.0,0,1,2.75
60.0,4.0,13.0,1,5,3.0,3.0,4.0,0,0,3.9
30.0,,,5,5,6.0,,,2,2,5.45
75.0,5.0,12.0,8,5,,,,0,2,3.85
35.0,3.3,,5,5,1.0,1.0,1.0,0,2,5.2
27.9,,,8,5,2.0,2.0,2.0,0,0,4.5
35.0,,,5,5,3.0,3.0,2.0,0,0,5.45
31.0,,3.0,5,5,3.0,3.0,3.0,0,1,5.75
69.0,5.0,5.5,4,5,3.0,3.0,3.0,0,2,4.7
100.0,5.0,,5,5,3.0,,,2,2,4.1
37.0,,,5,5,5.0,,,0,2,5.25
160.0,,,5,5,,4.0,4.0,1,2,4.45
217.0,9.0,3.0,3,3,2.0,3.0,2.0,0,0,9.5
57.0,4.0,4.0,5,5,5.0,8.0,7.0,0,1,9.5
103.8,4.3,3.0,7,5,1.0,2.0,1.0,0,2,3.85
35.0,,,5,5,,,,2,2,4.95
65.0,,,5,5,,,,0,2,4.0
50.0,5.0,,5,5,1.0,2.0,2.0,0,1,3.2
98.0,4.0,9.0,8,6,3.0,4.0,5.0,0,0,6.6
214.9,,,5,5,4.0,4.0,5.0,0,1,8.8
39.0,6.0,6.0,5,5,4.0,3.0,4.0,0,1,8.6
71.5,4.0,6.0,5,5,4.0,9.0,,0,2,7.1
39.5,,2.5,5,5,4.0,4.0,3.0,0,1,6.35
105.0,5.0,,5,5,2.0,3.0,,0,2,6.8
45.0,,,7,5,3.0,2.0,3.0,2,2,5.4
50.0,4.0,11.0,7,7,4.0,4.0,3.0,0,1,4.7
45.0,,,8,5,5.0,6.0,,0,2,6.6
48.0,,,5,5,5.0,4.0,,0,2,9.2
100.0,,,5,5,3.0,3.0,3.0,0,2,3.1
45.0,,3.0,5,5,5.0,6.0,4.0,0,1,7.2
90.0,,7.5,1,5,3.0,3.0,1.0,0,2,6.2
65.0,5.0,,4,4,3.0,4.0,3.0,0,2,4.9
22.0,6.0,5.0,5,5,3.0,3.0,3.0,0,2,3.79
32.0,3.5,3.0,5,5,5.0,7.0,5.0,0,2,7.5
42.69,,,5,5,5.0,4.0,4.0,0,2,7.15
72.0,4.2,,5,5,3.0,4.0,3.0,0,1,9.2
134.0,,,5,5,,,,2,2,7.2
35.0,,,5,5,,,,2,2,6.5
35.0,,,5,5,,,,0,2,5.85
46.0,,,5,5,3.0,4.0,4.0,0,1,3.69
45.0,,12.0,5,5,3.0,4.0,4.0,0,2,7.99
302.0,10.0,,5,5,,2.0,1.0,0,2,1.34
40.0,,,5,5,4.0,,,0,0,3.65
132.0,5.5,10.0,5,5,1.0,1.0,1.0,0,0,7.0
68.0,6.0,4.0,8,5,,1.0,1.0,0,2,5.2
150.0,6.0,6.0,5,5,2.0,3.0,,0,1,10.0
105.0,,,5,5,,,,0,0,4.2
81.0,,,5,5,3.0,4.0,3.0,0,1,6.3
60.0,7.5,3.0,5,5,2.0,3.0,3.0,0,1,3.35
42.0,,,5,5,3.0,,,0,1,6.4
323.0,20.0,10.0,3,8,1.0,3.0,3.0,0,1,10.0
25.0,,,5,5,4.0,3.0,3.0,0,1,4.38
60.0,4.0,4.0,5,5,2.0,3.0,3.0,0,1,7.2
116.0,,5.0,5,5,1.0,3.0,3.0,0,2,6.9
40.0,,,5,5,5.0,,,0,2,3.6
43.0,,3.0,5,5,2.0,2.0,2.0,2,2,3.85
37.0,4.0,12.0,4,4,3.0,4.0,3.0,0,2,5.6
41.6,,3.0,5,5,5.0,4.0,4.0,0,1,6.45
80.0,5.0,1.0,5,5,1.0,1.0,1.0,0,2,4.3
40.0,4.0,5.0,5,5,5.0,4.0,4.0,0,1,4.2
67.0,,6.0,5,5,5.0,5.0,5.0,2,2,7.6
70.0,,8.0,5,5,4.0,4.0,,2,2,7.99
100.0,5.0,5.5,4,5,2.0,3.0,2.0,0,2,5.25
48.0,4.0,3.0,5,5,5.0,6.0,4.0,0,1,4.22
21.0,,,5,5,4.0,2.0,3.0,2,2,2.4
31.0,,,1,5,4.0,2.0,3.0,0,1,6.9
54.0,,5.0,5,5,4.0,4.0,5.0,2,2,6.15
215.0,12.0,2.0,5,5,2.0,4.0,2.0,0,0,7.2
102.0,,36.0,5,5,,,,1,2,7.5
150.0,5.0,16.0,5,5,1.0,5.0,5.0,0,1,1.75
69.0,4.8,6.0,5,5,2.0,3.0,3.0,0,1,2.9
72.0,4.0,4.0,5,5,2.0,4.0,3.0,0,0,5.5
40.0,4.0,2.0,5,5,4.0,3.0,3.0,0,0,2.65
61.7,4.0,10.0,5,5,2.0,3.0,2.0,0,1,2.75
62.0,4.4,42.0,7,7,2.0,3.0,2.0,0,1,4.0
60.75,4.5,6.0,5,5,2.0,2.0,3.0,0,0,2.35
291.0,9.1,30.0,0,5,3.0,,,0,2,7.5
35.0,3.8,8.0,5,5,5.0,3.0,4.0,2,2,7.5
50.0,,,5,5,4.0,,,0,2,4.55
72.0,4.0,5.0,4,5,2.0,3.0,2.0,0,0,2.45
60.0,,10.0,5,5,3.0,2.0,3.0,0,2,3.0
90.0,5.0,8.0,5,5,2.0,3.0,2.0,0,0,2.8
46.1,,2.6,7,5,,,,0,2,1.8
87.0,3.0,3.0,5,5,,2.0,1.0,0,0,1.6
60.7,4.5,6.0,5,5,2.0,2.0,2.0,0,1,2.35
57.0,4.2,6.0,7,7,3.0,3.0,3.0,0,0,4.5
43.0,3.5,,5,5,4.0,5.0,4.0,0,2,4.8
68.5,8.0,2.0,8,8,2.0,6.0,6.0,0,2,3.3
52.0,,,5,5,5.0,5.0,6.0,0,2,6.85
56.0,,,5,5,3.0,4.0,3.0,0,2,5.58
50.0,5.0,3.0,5,5,6.0,4.0,5.0,0,1,7.7
155.3,4.9,4.0,8,5,,,,2,2,7.5
86.0,5.0,,7,5,3.0,3.0,3.0,2,2,4.8
65.0,,6.0,5,5,3.0,4.0,3.0,0,1,7.5
73.8,4.1,5.0,5,5,1.0,1.0,1.0,0,1,5.95
64.0,4.8,6.0,5,5,2.0,3.0,3.0,0,1,2.9
75.0,6.0,12.0,5,5,2.0,3.0,3.0,0,0,3.5
46.5,7.0,6.0,5,5,3.0,3.0,4.0,0,0,4.2
75.6,,4.0,0,0,2.0,2.0,2.0,0,2,5.4
60.0,5.0,12.0,7,5,4.0,4.0,6.0,2,1,5.5
227.0,9.1,4.0,5,5,,4.0,4.0,2,2,6.9
20.6,7.53,2.5,8,5,2.0,2.0,2.0,0,0,4.0
49.0,4.0,4.0,5,5,3.0,3.0,3.0,0,1,5.98
32.0,4.2,,5,5,5.0,3.0,4.0,0,2,6.2
61.0,6.0,10.0,5,5,2.0,3.0,3.0,0,1,2.75
72.1,3.0,3.0,5,5,,1.0,1.0,0,1,2.35
108.8,5.45,,5,5,3.0,,,2,2,8.9
90.0,,,5,5,,,,1,2,3.7
50.0,5.0,5.0,5,5,2.0,3.0,2.0,0,0,1.33
60.0,4.0,8.0,3,5,2.0,3.0,2.0,0,0,1.33
72.0,4.0,7.0,5,5,2.0,3.0,3.0,0,0,3.0
60.5,7.0,7.0,5,5,4.0,4.0,5.0,0,2,5.5
62.0,6.6,2.0,5,5,4.0,4.0,3.0,0,1,8.0
40.0,,,5,5,5.0,4.0,4.0,0,1,9.5
