Area,Frontage,Access Road,House direction,Balcony direction,Floors,Bedrooms,Bathrooms,Legal status,Furniture state,Price
32.0,5.0,3.0,1,1,5.0,4.0,4.0,0,1,5.2
35.0,4.0,3.0,2,2,5.0,3.0,3.0,0,0,5.2
46.0,,,5,5,5.0,,,2,1,8.1
61.0,,,5,5,4.0,5.0,6.0,0,1,8.7
145.0,5.0,3.0,2,2,1.0,2.0,1.0,0,2,1.35
150.4,,,1,5,,,,0,2,4.2
39.0,,,5,5,5.0,3.0,,0,2,5.8
55.0,,,5,5,2.0,3.0,2.0,2,2,5.7
160.0,8.0,,5,5,2.0,4.0,2.0,0,2,6.3
150.0,6.0,5.0,5,5,2.0,3.0,3.0,0,2,6.2
60.0,5.8,4.0,3,3,3.0,3.0,4.0,0,0,2.2
57.0,,,5,5,,,,0,2,5.15
58.0,4.0,10.0,5,5,5.0,4.0,5.0,0,1,7.49
43.0,4.3,3.0,1,1,5.0,3.0,4.0,0,0,4.1
22.0,3.6,4.0,5,5,4.0,,,0,1,4.2
106.0,5.0,5.0,5,5,3.0,3.0,3.0,0,1,6.7
100.0,5.0,12.0,5,5,2.0,3.0,2.0,0,0,6.9
50.0,4.5,2.5,5,5,5.0,6.0,4.0,0,0,5.5
172.0,6.5,3.0,5,5,4.0,7.0,7.0,0,1,8.6
62.0,,,5,5,1.0,3.0,,0,2,2.75
50.0,,,5,5,1.0,,,0,2,4.3
60.0,,,5,5,3.0,,,0,2,5.5
52.0,6.0,6.0,5,5,4.0,4.0,4.0,0,0,6.7
55.0,,,5,5,4.0,5.0,5.0,0,2,7.8
54.0,4.5,,5,5,2.0,,,0,2,5.3
60.0,,,5,5,4.0,,,0,1,7.45
60.0,4.5,,5,5,2.0,,,0,2,4.3
96.3,5.7,,5,5,2.0,2.0,2.0,0,2,5.3
32.0,8.0,,5,5,3.0,,,0,2,3.75
105.0,7.5,,5,5,,,,0,2,9.0
52.0,4.0,5.0,0,5,3.0,4.0,4.0,0,0,5.05
18.0,3.0,,5,5,2.0,,,0,2,2.95
40.8,4.0,8.0,3,3,2.0,2.0,2.0,0,1,3.5
86.0,4.9,3.0,5,5,3.0,3.0,2.0,0,2,2.68
123.0,5.0,,5,5,,,,0,2,9.8
83.0,4.2,5.0,5,5,5.0,7.0,7.0,0,2,8.5
48.0,4.5,3.0,5,5,4.0,3.0,3.0,0,1,4.55
109.0,,5.5,5,5,3.0,4.0,4.0,0,0,3.6
50.0,4.5,,5,5,6.0,3.0,5.0,0,2,9.45
46.0,,,5,5,3.0,,,0,0,2.8
72.0,4.0,7.0,5,5,3.0,4.0,5.0,0,0,5.95
45.0,,,5,5,3.0,3.0,2.0,0,1,6.25
48.0,,,5,5,5.0,3.0,4.0,0,1,7.3
29.0,,,5,5,,3.0,3.0,0,0,3.15
100.1,5.0,35.0,3,3,3.0,3.0,3.0,0,1,7.9
75.0,5.0,5.0,5,5,3.0,4.0,4.0,0,1,4.0
43.0,,,1,5,4.0,4.0,5.0,0,1,7.0
90.0,4.5,,5,5,3.0,5.0,5.0,0,2,5.8
20.0,,,5,5,3.0,2.0,3.0,0,2,5.7
85.5,,7.5,4,5,3.0,3.0,4.0,0,1,6.35
100.0,5.0,10.5,4,4,4.0,4.0,5.0,0,2,9.0
30.0,,,5,5,5.0,3.0,3.0,0,1,5.4
50.0,4.7,6.0,5,5,2.0,2.0,2.0,0,2,5.5
60.0,5.0,6.0,5,5,2.0,2.0,2.0,0,1,2.95
30.0,,,5,5,5.0,3.0,,0,1,5.45
100.0,6.0,7.5,5,5,3.0,3.0,4.0,0,1,4.0
39.0,,,5,5,3.0,3.0,3.0,0,1,7.4
100.0,,,5,5,3.0,4.0,4.0,2,2,3.2
85.3,5.0,10.0,7,7,3.0,3.0,2.0,0,0,4.89
38.0,,,5,5,4.0,4.0,3.0,0,2,5.8
150.0,,,5,5,,3.0,2.0,0,2,3.2
240.0,,,5,5,3.0,4.0,5.0,2,2,7.2
34.0,,,5,5,5.0,3.0,,2,1,5.0
52.0,4.7,5.0,5,5,4.0,4.0,3.0,0,1,6.2
62.0,,,5,5,5.0,4.0,3.0,0,2,6.88
44.0,4.55,,8,5,4.0,4.0,3.0,2,2,8.5
50.0,,7.0,5,5,2.0,3.0,2.0,0,2,3.65
62.0,,10.0,5,5,5.0,4.0,5.0,0,1,6.5
42.0,,,5,5,4.0,4.0,4.0,0,2,5.68
72.0,4.0,8.0,2,2,3.0,4.0,3.0,0,0,5.99
40.0,,,5,5,4.0,4.0,3.0,0,1,4.49
35.0,3.6,,5,5,5.0,,,0,2,4.0
35.0,4.5,,5,5,5.0,3.0,,2,2,7.45
45.0,3.0,,1,1,3.0,4.0,4.0,0,2,7.2
53.0,3.5,2.0,0,0,5.0,7.0,4.0,0,1,7.0
60.0,,,5,5,4.0,4.0,4.0,0,2,6.7
35.0,4.0,,5,5,3.0,,,0,0,4.2
34.5,,3.0,7,7,2.0,3.0,2.0,0,0,1.9
34.0,,,5,5,5.0,3.0,4.0,0,1,5.7
60.0,,,5,5,4.0,4.0,5.0,2,2,8.5
64.0,4.1,4.5,5,5,4.0,4.0,4.0,0,1,8.49
79.0,4.5,5.0,4,4,1.0,2.0,1.0,0,2,4.75
35.0,,,5,5,6.0,3.0,,0,1,6.6
50.0,4.0,,5,5,5.0,4.0,3.0,0,2,6.7
40.0,,,5,5,4.0,3.0,4.0,2,2,5.5
50.0,,,5,5,2.0,2.0,2.0,0,0,3.0
48.0,8.0,6.0,8,4,2.0,4.0,4.0,2,2,1.9
41.0,,3.0,5,5,6.0,3.0,,0,1,8.7
40.0,5.0,,5,5,3.0,3.0,,0,1,5.35
28.0,,3.0,5,5,6.0,,,0,2,7.5
40.0,3.6,4.0,5,5,5.0,5.0,4.0,0,2,6.95
35.0,,,5,5,5.0,,,0,2,6.0
50.0,,,5,5,,,,0,2,3.6
50.0,4.5,12.0,7,7,3.0,4.0,6.0,0,1,6.29
57.0,,,5,5,4.0,4.0,5.0,0,1,5.85
56.0,4.0,10.0,7,7,4.0,4.0,5.0,0,1,5.85
420.0,,,5,5,,,,2,2,5.2
36.0,3.6,,5,5,,,,0,2,8.1
30.0,,,5,5,4.0,3.0,3.0,0,0,2.25
60.0,5.0,5.0,5,5,2.0,2.0,3.0,2,2,5.4
100.0,,12.0,8,8,3.0,4.0,4.0,0,0,10.0
31.5,,,5,5,4.0,3.0,3.0,0,1,3.9
42.7,,,5,5,,2.0,2.0,2,1,3.08
18.0,,,5,5,5.0,4.0,4.0,0,0,3.3
70.0,3.3,2.0,5,5,3.0,4.0,3.0,0,2,7.8
120.0,6.45,,5,5,,,,0,2,8.5
63.5,,,5,5,4.0,4.0,4.0,2,2,5.25
477.6,6.0,,1,1,1.0,2.0,1.0,0,2,2.2
34.5,7.5,4.0,5,5,2.0,3.0,2.0,0,1,2.55
48.0,,,5,5,3.0,,,2,2,6.0
53.0,5.0,,5,5,4.0,5.0,6.0,0,2,7.6
119.0,4.14,2.5,8,8,3.0,4.0,3.0,0,2,4.8
40.0,4.0,5.0,5,5,4.0,2.0,2.0,0,2,5.0
33.0,,,5,5,,3.0,,0,2,3.98
52.0,,,5,5,4.0,6.0,3.0,0,1,7.5
50.0,,5.0,6,5,5.0,4.0,4.0,0,2,8.0
95.0,5.0,,5,5,4.0,,,2,2,9.5
35.0,5.0,4.0,4,5,3.0,3.0,3.0,0,0,4.3
50.0,,,5,5,4.0,4.0,3.0,0,2,6.35
68.5,5.5,12.0,5,5,5.0,4.0,5.0,0,1,7.1
44.4,3.5,,3,5,3.0,3.0,3.0,2,2,4.65
60.0,4.0,7.0,5,5,4.0,4.0,4.0,0,1,7.8
50.0,4.0,4.0,5,5,7.0,5.0,6.0,0,0,8.45
64.0,13.0,8.0,5,5,5.0,4.0,5.0,0,0,6.4
54.2,3.6,12.0,5,5,1.0,2.0,2.0,0,0,7.58
80.0,4.0,,5,5,,,,0,1,9.3
85.0,5.0,12.0,0,0,2.0,3.0,4.0,0,0,3.9
35.0,4.0,,5,5,6.0,5.0,5.0,0,0,7.55
30.0,,3.0,5,5,3.0,2.0,2.0,0,1,5.7
32.0,9.0,4.0,5,5,3.0,3.0,3.0,0,1,4.68
63.0,4.5,,5,5,5.0,5.0,5.0,0,1,8.9
56.0,,,5,5,4.0,6.0,7.0,0,1,7.5
30.0,,,5,5,1.0,4.0,,0,2,6.15
64.0,4.0,6.0,8,3,2.0,2.0,3.0,0,2,4.8
40.0,,,5,5,4.0,3.0,3.0,0,0,3.5
169.7,9.5,12.0,1,1,2.0,3.0,3.0,0,0,7.0
38.0,3.5,2.5,5,5,6.0,4.0,4.0,0,0,8.35
48.0,3.4,5.0,5,5,5.0,9.0,9.0,2,2,8.9
40.0,,,2,2,4.0,4.0,4.0,0,1,7.5
66.0,,,5,5,2.0,,,0,1,6.25
39.0,,,5,5,4.0,3.0,3.0,0,0,3.8
51.0,,,5,5,5.0,6.0,7.0,0,2,8.2
52.0,8.0,8.0,0,0,4.0,6.0,6.0,0,1,7.2
20.0,3.3,,5,5,4.0,3.0,2.0,0,2,3.35
86.0,,10.0,8,7,3.0,4.0,5.0,0,1,8.9
63.0,4.0,5.0,5,5,4.0,4.0,5.0,0,0,8.5
43.0,,,5,5,4.0,4.0,3.0,0,2,4.2
70.0,4.0,6.0,5,5,,2.0,,0,2,3.95
40.0,,8.0,5,5,3.0,3.0,3.0,0,1,8.2
120.0,6.0,14.0,1,0,3.0,3.0,2.0,1,2,6.1
85.0,,,5,5,3.0,6.0,9.0,0,2,6.8
40.0,,,5,5,2.0,3.0,3.0,0,2,1.6
79.8,5.7,,7,5,3.0,4.0,5.0,2,1,6.8
175.0,12.5,,7,5,,3.0,,0,2,8.5
175.0,12.5,,7,5,2.0,,,0,2,8.5
62.0,3.5,3.5,5,5,1.0,2.0,2.0,0,1,6.5
105.0,7.45,,3,5,4.0,,,0,2,9.6
26.0,3.2,,5,5,2.0,2.0,,0,1,3.4
79.8,5.7,,7,5,3.0,,,2,2,5.3
77.0,3.5,3.5,5,5,3.0,2.0,3.0,0,2,5.0
40.0,3.7,3.0,5,5,5.0,3.0,4.0,0,1,7.86
48.0,,12.0,5,5,,,,0,2,8.0
79.8,5.7,,4,5,3.0,3.0,3.0,0,2,5.5
28.0,,,5,5,,3.0,3.0,0,1,3.05
210.0,10.0,,5,5,,3.0,,2,2,9.9
40.0,,,3,5,,2.0,,0,0,1.85
138.0,8.0,,5,5,,2.0,3.0,0,2,3.8
96.0,5.0,6.0,5,5,2.0,3.0,3.0,0,0,3.9
83.0,4.0,7.0,7,5,2.0,3.0,2.0,0,2,7.2
40.0,,,5,5,6.0,,,2,2,9.25
87.5,5.0,,5,5,3.0,4.0,4.0,0,1,6.2
62.0,6.7,6.0,5,5,2.0,2.0,2.0,0,2,3.5
60.0,4.0,10.0,5,5,4.0,,,0,1,8.5
95.5,5.0,15.0,4,4,3.0,3.0,5.0,0,2,9.5
40.0,3.5,5.0,5,5,5.0,5.0,5.0,0,1,5.65
75.0,5.0,5.0,0,0,2.0,3.0,2.0,0,2,3.65
40.0,4.8,,5,5,1.0,,,2,1,4.8
93.5,5.11,,7,5,2.0,3.0,2.0,0,0,3.35
44.0,5.0,5.0,2,2,2.0,2.0,2.0,0,0,2.35
10.0,,2.5,5,5,4.0,2.0,1.0,0,0,1.39
50.0,,,5,5,,,,2,2,3.05
60.0,,,5,5,,,,2,2,3.8
45.0,3.5,2.0,0,5,5.0,3.0,4.0,0,1,5.95
72.0,,,5,5,3.0,,,2,2,4.55
57.0,4.0,4.0,4,5,4.0,5.0,5.0,0,0,9.9
95.0,,,5,5,3.0,,,2,2,4.45
60.0,,5.0,5,5,4.0,4.0,5.0,0,1,7.9
51.1,,,5,5,,,,2,2,3.6
72.0,,,5,5,3.0,4.0,4.0,0,1,4.8
44.0,3.5,4.0,3,3,3.0,3.0,3.0,0,1,2.7
72.0,,,5,5,3.0,4.0,4.0,0,2,4.8
42.0,,,5,5,,,,2,2,4.5
65.0,,,5,5,5.0,5.0,6.0,0,1,8.25
57.0,,,5,5,4.0,5.0,5.0,0,1,8.9
43.0,8.8,,5,5,3.0,,,2,2,7.4
34.0,,,5,5,5.0,3.0,4.0,0,1,5.38
275.0,5.5,5.0,5,5,1.0,3.0,2.0,0,2,2.95
71.0,4.0,12.0,5,5,3.0,3.0,3.0,0,2,3.95
72.0,4.0,8.0,5,5,2.0,3.0,2.0,0,1,5.6
90.0,5.0,10.0,5,5,4.0,5.0,5.0,0,1,9.85
75.0,,,5,5,4.0,5.0,5.0,0,2,4.75
51.0,,5.1,5,5,2.0,3.0,3.0,0,2,5.45
72.0,4.0,4.0,5,5,2.0,3.0,2.0,0,1,3.8
20.4,3.4,,5,5,3.0,2.0,2.0,0,0,2.7
126.0,4.0,7.0,5,5,1.0,7.0,7.0,0,1,4.99
96.0,4.0,10.0,5,5,3.0,4.0,3.0,0,1,8.5
70.0,5.0,4.0,5,5,2.0,3.0,2.0,0,1,4.0
100.0,5.0,6.0,5,5,2.0,3.0,3.0,0,2,3.85
45.0,,,5,5,5.0,9.0,5.0,0,0,7.45
52.0,,3.0,5,5,5.0,3.0,4.0,0,1,7.2
70.0,4.0,10.0,5,5,2.0,3.0,2.0,0,0,5.9
36.0,,,8,5,2.0,1.0,1.0,0,2,2.5
55.0,7.0,,5,5,5.0,5.0,5.0,0,1,9.3
60.0,6.0,,8,5,2.0,3.0,2.0,0,2,4.5
60.0,4.0,3.0,5,5,2.0,2.0,2.0,0,1,3.1
50.0,,,2,5,3.0,2.0,3.0,0,2,5.3
56.0,4.0,3.0,5,5,2.0,3.0,2.0,0,1,3.45
52.7,3.6,5.0,7,7,2.0,3.0,2.0,0,0,3.45
55.0,4.4,5.0,5,5,4.0,6.0,4.0,0,0,9.5
160.0,,,5,5,3.0,4.0,4.0,1,2,9.5
45.0,4.0,5.0,5,5,5.0,4.0,4.0,0,1,8.7
71.0,4.0,8.0,5,5,2.0,3.0,2.0,0,1,5.6
40.0,4.0,5.0,5,5,4.0,6.0,3.0,0,0,5.55
37.0,,,5,5,3.0,2.0,,0,0,7.2
64.0,4.0,10.0,5,5,3.0,4.0,3.0,0,2,4.7
70.0,3.5,,8,8,3.0,4.0,3.0,0,0,5.0
37.0,7.5,,5,5,3.0,2.0,,0,1,5.5
36.0,3.5,2.5,5,5,2.0,3.0,2.0,0,2,1.98
72.0,4.0,6.0,5,5,3.0,,,0,2,8.7
75.0,5.0,13.0,8,8,5.0,,,0,2,9.8
91.0,6.5,,5,5,5.0,,,0,2,9.7
78.0,6.0,13.0,3,3,5.0,,,1,2,9.68
238.9,7.0,7.0,1,1,1.0,1.0,1.0,0,0,1.9
33.0,,2.0,2,5,4.0,4.0,3.0,0,2,4.1
100.8,7.0,8.0,4,4,,1.0,1.0,0,0,8.5
51.0,,,5,5,2.0,4.0,3.0,0,0,4.19
115.0,13.5,6.5,6,1,3.0,4.0,3.0,0,0,3.95
44.0,,,5,5,,,,0,0,8.2
162.0,9.0,14.0,8,1,3.0,4.0,4.0,1,2,8.35
31.28,,,5,5,,3.0,2.0,2,0,1.6
61.0,,12.0,5,5,3.0,3.0,3.0,0,1,3.0
84.0,,8.0,6,5,2.0,2.0,,2,1,8.4
80.0,4.7,5.0,2,5,2.0,3.0,3.0,0,0,2.75
70.0,7.0,7.0,5,5,1.0,2.0,2.0,0,0,2.3
80.0,3.0,3.0,5,5,,,,0,0,1.7
44.0,4.0,11.0,0,5,3.0,3.0,2.0,0,0,4.59
168.0,5.27,7.0,3,3,1.0,1.0,1.0,0,1,9.5
60.0,,6.0,5,5,2.0,2.0,2.0,0,0,2.35
89.0,7.0,7.0,5,5,3.0,4.0,3.0,0,0,2.7
89.0,,5.0,5,5,2.0,3.0,2.0,0,0,2.7
50.0,,,5,5,4.0,4.0,5.0,0,2,5.85
120.0,5.0,12.0,5,5,1.0,5.0,5.0,0,1,8.2
48.9,4.1,10.0,1,1,4.0,4.0,3.0,0,0,3.25
30.0,,,5,5,6.0,,,0,2,7.5
57.0,6.0,6.0,5,5,3.0,4.0,5.0,0,1,7.5
47.0,4.0,,5,5,5.0,,,0,2,7.6
100.0,,,5,5,2.0,4.0,3.0,0,0,3.6
68.0,,,5,5,1.0,2.0,1.0,0,2,6.7
35.0,3.8,,5,5,5.0,,,0,1,7.3
105.0,5.0,6.0,4,4,2.0,3.0,3.0,0,1,3.95
40.0,,,5,5,5.0,,,0,2,9.0
40.0,,7.0,5,5,3.0,,,0,2,6.7
170.0,,,5,5,,,,0,2,5.86
153.0,8.3,5.0,5,5,1.0,2.0,2.0,0,0,3.9
23.0,3.0,,5,5,5.0,3.0,4.0,0,1,3.7
76.0,6.2,30.0,1,1,1.0,2.0,1.0,0,2,6.9
80.0,5.0,67.0,7,7,5.0,5.0,6.0,1,2,4.79
32.0,4.2,,5,5,4.0,4.0,3.0,0,2,3.5
39.0,4.2,,5,5,6.0,,,0,1,9.0
53.0,4.57,3.0,2,5,2.0,2.0,2.0,0,1,4.35
32.0,5.0,3.0,5,5,4.0,3.0,3.0,0,1,3.9
30.4,4.0,,5,5,6.0,8.0,,2,2,6.0
30.0,4.0,2.0,7,7,2.0,2.0,2.0,0,1,4.85
40.0,,,5,5,2.0,2.0,2.0,0,2,3.68
63.0,4.5,,5,5,2.0,,,2,2,1.6
139.0,5.0,,5,5,2.0,4.0,2.0,0,1,8.1
16.1,,,5,5,2.0,,,0,2,2.95
50.0,,5.0,5,5,2.0,3.0,3.0,0,1,2.0
41.0,,,5,5,5.0,4.0,4.0,2,2,6.95
95.0,5.0,6.0,5,5,2.0,3.0,2.0,2,2,7.7
80.0,4.0,12.0,2,5,,,,0,2,8.5
51.0,5.0,5.0,5,5,3.0,3.0,3.0,0,2,5.45
70.0,5.0,6.0,8,6,2.0,2.0,2.0,0,0,1.2
56.0,4.0,8.0,3,3,2.0,3.0,2.0,0,0,4.95
24.8,3.5,,5,5,3.0,2.0,2.0,0,2,2.63
31.0,,6.0,5,5,2.0,2.0,2.0,0,1,1.63
209.0,,,5,5,,,,2,2,10.0
40.0,,8.0,6,6,2.0,3.0,3.0,0,0,4.9
32.0,,8.0,5,5,2.0,4.0,3.0,0,1,2.5
90.0,4.8,5.0,3,3,1.0,4.0,4.0,0,1,5.9
33.0,3.0,5.0,6,6,5.0,3.0,4.0,0,1,8.2
54.0,4.5,5.0,0,5,5.0,3.0,4.0,0,2,8.7
30.0,,,5,5,3.0,3.0,4.0,0,0,7.15
98.0,8.0,6.0,6,6,,6.0,2.0,0,1,4.0
56.0,4.0,,5,5,2.0,2.0,3.0,0,0,4.3
52.0,4.0,5.0,5,5,3.0,3.0,4.0,0,1,2.09
24.0,42.0,3.0,5,5,4.0,3.0,3.0,0,1,4.8
52.0,,,3,5,2.0,3.0,2.0,2,2,2.49
72.5,5.18,10.0,8,6,3.0,4.0,2.0,0,0,7.3
38.0,4.0,5.0,5,5,5.0,3.0,4.0,0,1,5.5
39.0,,,5,5,3.0,3.0,4.0,0,0,8.6
30.0,,,5,5,5.0,3.0,,0,2,6.4
125.0,,10.5,5,5,2.0,6.0,5.0,0,2,4.65
52.0,5.0,,5,5,4.0,4.0,4.0,0,0,6.4
33.0,,,5,5,3.0,3.0,3.0,0,0,2.13
66.0,4.0,3.5,1,1,2.0,3.0,2.0,0,2,4.0
113.5,,,5,5,3.0,3.0,4.0,0,1,7.5
100.0,,,7,5,3.0,3.0,3.0,0,2,6.5
130.0,8.8,,7,5,3.0,2.0,,1,2,3.99
35.0,5.3,,5,5,4.0,2.0,3.0,0,0,8.5
64.0,4.0,13.0,1,1,3.0,3.0,4.0,0,0,7.5
60.0,,13.0,1,1,2.0,3.0,3.0,0,2,2.86
60.0,,15.0,5,5,4.0,4.0,4.0,2,1,5.8
106.0,4.0,12.0,5,5,,3.0,2.0,2,1,8.3
95.0,,,5,5,1.0,3.0,2.0,0,0,5.9
45.0,6.0,2.0,1,1,4.0,3.0,3.0,0,1,5.3
180.0,9.0,15.0,0,7,3.0,4.0,4.0,0,2,9.7
120.0,6.0,15.0,1,8,3.0,4.0,4.0,0,2,6.7
60.0,,,5,5,,4.0,,0,2,10.0
95.0,,,5,5,,2.0,2.0,1,2,6.8
50.0,,10.0,0,0,4.0,4.0,5.0,0,1,8.9
80.0,6.0,13.0,6,5,4.0,5.0,,0,2,7.52
91.0,6.5,13.0,3,3,,,,1,2,9.1
48.0,,,5,5,2.0,3.0,,0,1,6.5
110.0,5.3,12.0,5,5,,,,0,2,8.6
45.1,4.0,4.0,8,8,3.0,6.0,6.0,0,1,5.48
75.0,,6.0,5,5,4.0,5.0,4.0,2,2,8.4
106.0,6.02,,5,5,4.0,8.0,7.0,2,2,8.15
38.0,,,5,5,3.0,3.0,3.0,0,0,1.95
60.0,,,5,5,3.0,4.0,5.0,0,1,3.7
45.0,7.1,,5,5,3.0,,,0,2,6.2
64.0,,,5,5,,,,0,2,2.0
105.0,,,5,5,3.0,4.0,4.0,0,2,4.3
37.0,5.0,5.0,0,0,4.0,4.0,3.0,0,1,4.65
137.5,,,5,5,1.0,1.0,1.0,0,0,3.5
40.0,4.0,16.0,5,5,1.0,,,0,2,2.9
36.0,4.0,4.0,4,4,3.0,3.0,3.0,0,1,4.95
100.0,5.0,25.0,1,1,3.0,3.0,3.0,1,2,3.0
127.0,,,5,5,,,,0,0,6.4
47.0,5.0,5.0,3,3,2.0,3.0,3.0,0,1,4.98
200.0,,,5,5,,,,2,2,9.9
177.0,5.0,8.0,5,5,2.0,5.0,5.0,0,0,2.95
76.0,4.0,9.0,5,5,2.0,4.0,4.0,2,2,8.0
48.0,4.0,6.0,5,5,4.0,4.0,5.0,0,2,7.0
82.8,7.0,14.0,4,5,3.0,3.0,3.0,0,2,8.2
45.0,,4.0,5,5,4.0,4.0,4.0,0,1,4.1
300.0,10.0,8.0,5,5,1.0,8.0,8.0,0,0,4.1
30.0,3.9,3.0,6,6,4.0,3.0,3.0,0,1,4.75
52.0,4.0,,5,8,5.0,,,0,2,6.4
43.0,,3.5,5,5,6.0,3.0,3.0,0,1,6.95
109.0,,5.5,5,5,3.0,4.0,4.0,0,1,3.6
56.0,6.0,30.0,3,3,1.0,1.0,1.0,0,0,7.0
33.9,4.0,5.0,7,5,4.0,5.0,5.0,0,0,7.5
43.0,,,5,5,3.0,,,0,2,3.15
55.0,45.0,8.0,3,8,5.0,3.0,3.0,0,1,6.6
75.0,5.0,6.0,7,7,4.0,5.0,5.0,0,2,9.5
100.0,5.0,5.5,8,5,,,,0,2,3.5
24.0,,,5,5,5.0,4.0,4.0,0,0,5.95
33.0,3.0,,5,5,5.0,3.0,4.0,0,2,4.48
68.0,4.3,,5,5,4.0,3.0,3.0,0,1,9.9
360.0,,,5,5,1.0,2.0,,2,1,7.9
100.0,5.0,5.0,6,5,2.0,4.0,2.0,0,1,1.98
65.0,4.2,7.0,5,5,4.0,4.0,4.0,0,1,7.55
35.0,,,5,5,5.0,4.0,4.0,0,1,4.45
40.0,,,5,5,4.0,4.0,4.0,0,1,7.1
52.0,4.0,2.5,5,5,1.0,2.0,2.0,0,2,2.45
64.0,4.0,,5,5,4.0,4.0,4.0,0,1,7.2
85.0,4.2,5.0,5,5,4.0,4.0,4.0,0,1,7.8
300.0,9.8,10.0,7,5,,,,0,2,8.9
290.0,11.6,8.0,8,5,2.0,4.0,2.0,0,2,3.0
126.0,7.0,,5,5,3.0,3.0,3.0,1,2,7.0
30.0,4.0,8.0,5,5,1.0,1.0,1.0,0,0,4.25
50.0,4.2,10.0,7,7,4.0,4.0,3.0,0,2,3.2
60.0,4.6,3.5,5,5,1.0,1.0,1.0,0,2,3.8
45.7,3.2,,5,5,4.0,4.0,3.0,0,2,5.8
100.0,5.0,17.0,7,5,2.0,2.0,2.0,0,2,1.4
55.4,7.0,,5,5,5.0,4.0,,2,2,9.2
42.0,3.8,4.0,5,5,3.0,4.0,3.0,0,2,4.7
35.0,,,5,5,5.0,3.0,4.0,0,0,3.8
35.0,3.5,5.0,5,5,5.0,4.0,4.0,0,2,4.65
40.0,4.0,5.0,8,8,5.0,4.0,4.0,0,1,9.5
28.0,,,5,5,,2.0,,1,2,2.48
62.0,5.0,14.0,7,7,3.0,4.0,3.0,0,1,7.8
150.0,5.0,6.0,3,3,,8.0,8.0,0,2,1.2
109.0,5.0,18.0,5,5,,2.0,1.0,0,2,9.0
72.0,4.0,6.0,5,5,4.0,4.0,5.0,0,1,6.8
120.0,5.0,12.0,5,5,1.0,2.0,1.0,0,1,1.48
55.0,4.0,2.0,5,5,4.0,4.0,3.0,0,0,5.8
50.0,,,5,5,1.0,1.0,1.0,0,0,9.8
48.0,4.0,3.5,5,5,5.0,5.0,4.0,0,1,7.8
64.0,,6.0,5,5,2.0,2.0,2.0,0,2,4.85
50.0,,,5,5,4.0,4.0,3.0,2,2,7.9
50.0,6.0,4.0,5,5,4.0,4.0,4.0,0,1,3.9
40.0,4.0,3.5,2,5,2.0,2.0,2.0,2,0,1.75
57.0,,,8,5,5.0,7.0,7.0,0,2,5.4
72.0,4.0,20.0,5,5,5.0,8.0,8.0,0,1,9.5
45.0,,,5,5,2.0,2.0,2.0,0,2,4.9
72.0,4.5,6.0,8,8,3.0,4.0,3.0,0,1,6.8
110.0,6.5,5.5,5,5,2.0,3.0,3.0,0,1,6.3
42.0,,,5,5,5.0,7.0,7.0,0,2,6.5
30.0,,,5,5,5.0,,,0,2,5.6
70.0,,,5,5,2.0,3.0,3.0,0,2,6.5
127.0,,,5,5,,,,2,2,8.0
65.0,,,5,5,,,,0,2,1.3
32.0,3.3,2.0,4,4,5.0,3.0,4.0,0,1,5.3
210.0,7.0,10.0,5,5,,,,2,2,9.5
63.6,3.81,,0,5,4.0,4.0,5.0,0,2,5.8
67.0,,,5,5,,,,0,2,9.6
125.0,5.0,,5,5,3.0,3.0,5.0,2,2,8.9
52.0,4.0,6.0,8,5,3.0,4.0,5.0,0,1,4.45
40.0,3.1,2.0,5,5,5.0,7.0,5.0,0,0,7.9
21.0,4.0,3.0,5,5,2.0,1.0,1.0,0,2,2.36
43.0,,,5,5,5.0,3.0,5.0,0,1,7.55
28.0,,,5,5,,,,2,2,4.64
44.0,4.2,3.0,5,5,5.0,4.0,4.0,0,1,8.1
67.0,5.0,,5,5,5.0,,,0,2,7.5
34.0,3.8,2.8,6,6,5.0,3.0,4.0,0,1,4.8
42.0,,5.0,0,5,4.0,4.0,5.0,2,2,5.6
33.0,4.9,5.0,3,3,5.0,3.0,3.0,0,1,7.45
30.0,4.3,2.5,4,4,5.0,3.0,4.0,2,2,4.95
27.0,3.2,3.5,5,5,2.0,2.0,2.0,2,0,1.4
60.75,,6.0,4,5,4.0,3.0,3.0,0,2,7.28
40.0,,,5,5,3.0,3.0,2.0,0,2,2.45
33.0,5.0,2.0,2,2,5.0,3.0,4.0,0,1,4.5
90.0,,,5,5,4.0,,,0,2,7.5
36.0,,,5,5,5.0,3.0,,0,1,6.5
54.0,4.0,6.0,5,5,4.0,4.0,5.0,0,0,5.6
41.0,,,5,5,,,,1,2,5.94
68.5,4.5,13.0,8,5,3.0,4.0,4.0,0,1,4.5
44.0,4.0,6.0,5,5,3.0,3.0,2.0,0,2,3.6
41.0,,,5,5,6.0,5.0,5.0,0,1,7.9
31.0,,,5,5,5.0,3.0,4.0,0,0,4.5
47.5,4.0,7.0,2,5,1.0,1.0,1.0,0,2,4.5
51.0,5.6,,5,5,3.0,3.0,3.0,0,2,5.2
60.0,,4.0,5,5,4.0,5.0,6.0,2,2,5.85
55.0,,,5,5,3.0,3.0,3.0,0,1,2.95
54.0,,,5,5,4.0,4.0,,0,2,10.0
30.0,,,5,5,5.0,3.0,3.0,0,0,2.5
